kanji,meaning,readings,compounds,sentence,kana,translation,radicals,confusables
経,"sutra, longitude, pass thru, expire, warp","ケイ, キョウ; へ.る, た.つ, たていと, はか.る, のり","運動神経 (うんどうしんけい·5) = motor nerves, reflexes; 経つ (たつ·1) = to pass, to lapse; 経る (へる·1) = to pass, to elapse, to experience; 経緯 (いきさつ·0) = details, whole story, sequence of events, particulars, how it started, how things got this way, complications, position; 経営 (けいえい·0) = management, administration",釈迦に経。,,釈迦 に 経(きょう),糸 幺 小 土 又,"緊,糸,繊"
景,"scenery, view",ケイ,"遠景 (えんけい·0) = vista, background, perspective, distant view; 景観 (けいかん·0) = scenery; 景気 (けいき·0) = condition, state, business (condition); 景況 (けいきょう·0) = situation, business climate, outlook; 景勝 (けいしょう·0) = picturesque scenery",景気はどう？,,景気 は 如何(どう),口 小 日 亠,"影,唱,諒"
敬,"awe, respect, honor, revere","ケイ, キョウ; うやま.う","畏敬 (いけい·0) = reverence, awe, respect; 敬愛 (けいあい·0) = respect and affection; 敬意 (けいい·1) = respect, honour, honor; 敬遠 (けいえん·0) = keeping at a distance, kicking upstairs, giving a batter an 'intentional' walk=; 敬語 (けいご·0) = honorific, term of respect",男は度胸、女は愛敬。,,男 は 度胸 女(おんな) は 愛敬(あいきょう),口 勹 攵 艾 乞,"警,驚,句"
恵,"favor, blessing, grace, kindness","ケイ, エ; めぐ.む, めぐ.み","恩恵 (おんけい·0) = grace, favor, favour, blessing, benefit; 恵み (めぐみ·0) = blessing, grace; 恵比寿 (えびす·0) = The God of Wealth; 特恵関税 (とっけいかんぜい·5) = favourable tariff, favorable tariff, most favoured nation (MFN); 最恵国 (さいけいこく·3) = most favored nation, most favoured nation",愚者のあと知恵。,,愚者 の 後(あと) 知恵,一 心 田,"畳,偲,穂"
形,"shape, form, style","ケイ, ギョウ; かた, -がた, かたち, なり","花形 (はながた·0,2) = floral pattern, flourish, ornament, star actor; 外形 (がいけい·0) = externals, external form; 奇形 (きけい·0) = birth defect, freak; 球形 (きゅうけい·0) = globular or spherical shape; 矩形 (くけい·0) = rectangle",それは人形です。,,其れ は 人形(にんぎょう) です,廾 彡 ノ 二 一,"刑,邦,三"
型,"mould, type, model","ケイ; かた, -がた","型 (かた·2) = mold, mould, model, style, shape, data type; 型紙 (かたがみ·0) = pattern paper (for dressmaking); 型破り (かたやぶり·3) = unusual, unconventional; 血液型 (けつえきがた·0) = blood type; 原型 (げんけい·0) = prototype, model, pattern, archetypal",あなたは朝型？,,貴方(あなた) は 朝型,刈 土 廾 ノ 二 一,"刑,塀,形"
傾,"lean, incline, tilt, trend, wane, sink, ruin, bias","ケイ; かたむ.く, かたむ.ける, かたぶ.く, かた.げる, かし.げる","右傾 (うけい·0) = rightist, leaning to the right; 傾き (かたむき·0,4) = slope, inclination, list, tendency, trend, bent, disposition, bias; 傾向 (けいこう·0) = tendency, trend, inclination; 傾斜 (けいしゃ·0) = inclination, slant, slope, bevel, list, dip; 傾城 (けいせい·0) = beauty, siren, courtesan, prostitute",太陽が西に傾いた。,,太陽 が 西(にし) に 傾く(かたむく),化 貝 目 ハ 頁 匕,"貨,買,顕"
係,"person in charge, connection, duty, concern oneself","ケイ; かか.る, かかり, -がかり, かか.わる","関係 (かんけい·0) = relation, connection; 関係者 (かんけいしゃ·3) = authorized people, authorised people, person(s) concerned; 係り官 (かかりかん·3) = official in charge; 係数 (けいすう·3) = coefficient, factor, proportional constant; 係争 (けいそう·0) = contention, dispute",無関係です。,,無関係 です,ノ 化 糸 幺 小,"紗,系,級"
軍,"army, force, troops, war, battle",グン,"一軍 (いちぐん·0) = an army, the whole army, first string players (sports); 援軍 (えんぐん·0) = reinforcement; 海軍 (かいぐん·1) = navy; 救世軍 (きゅうせいぐん·3) = Salvation Army; 空軍 (くうぐん·0) = Air Force",勝てば官軍。,,勝つ 官軍,車 冖,"暉,揮,輝"
群,"flock, group, crowd, herd, swarm, cluster","グン; む.れる, む.れ, むら, むら.がる","一群 (いちぐん·0) = group, flock, crowd, herd, wide expanse (of flowers); 魚群 (ぎょぐん·0) = school of fish; 群 (ぐん·1) = group; 群がる (むらがる·3) = to swarm, to gather; 群れ (むれ·2) = group, crowd, flock, herd, bevy, school, swarm, cluster (of stars), clump",彼女抜群ですよ。,,彼女 抜群 です よ,一 王 口 并 羊 ノ ヨ,"善,君,右"
訓,"instruction, Japanese character reading, explanation, read","クン, キン; おし.える, よ.む, くん.ずる","遺訓 (いくん·0) = dying instructions; 音訓 (おんくん·0) = kanji readings; 訓える (おしえる·0) = to teach, to inform, to instruct; 教訓 (きょうくん·0) = lesson, precept, moral instruction; 訓戒 (くんかい·0) = warning, admonition, lesson or a phrase that teaches you not to do something",この教訓を忘れるな。,,此の 教訓 を 忘れる な,言 川,"談,訪,記"
君,"old boy, name-suffix","クン; きみ, -ぎみ","君子 (くんし·1) = man of virtue, person of high rank, wise man; 君主 (くんしゅ·1) = ruler, monarch; 君臨 (くんりん·0) = reign, control, (to) dictate; 主君 (しゅくん·1,2) = lord, master; 諸君 (しょくん·1) = Gentlemen!, Ladies!",うん、君は？,,うん 君(きみ) は,一 口 ノ ヨ,"郡,右,群"
靴,shoes,カ; くつ,"革靴 (かわぐつ·0) = leather boots; 靴 (くつ·2) = shoes, footwear; 靴屋 (くつや·2) = shoemaker, shoe store; 靴下 (くつした·2,4) = socks; 軍靴 (ぐんか·1) = military shoes",靴を履いて。,,靴 を 履く,化 革 匕,"老,化,花"
掘,"dig, delve, excavate",クツ; ほ.る,"井戸掘り (いどほり·3,4) = well digging, well digger; 掘下げる (ほりさげる·4,0) = to dig down, to delve into, to get to the bottom of (a matter), to investigate further; 掘起す (ほりおこす·5,0) = to reclaim, to dig up; 掘出す (ほりだす·3,0) = to dig out, to pick up; 掘当てる (ほりあてる·0,4) = to strike, to find, to dig up",彼は穴を掘った。,,彼(かれ) は 穴(あな) を 掘る,｜ 山 尸 扎 凵,"拙,屈,出"
隅,"corner, nook",グウ; すみ,"隅 (すみ·1) = corner, nook; 四隅 (よすみ·1) = four corners; 片隅 (かたすみ·3,0) = corner, nook; 一隅 (ひとすみ·0) = corner, nook; 隅隅 (すみずみ) = every nook and corner",隅のテーブルがいいのですが。,,隅 の テーブル が いい(#2820690) のです が,田 日 冂 厶 禹 阡,"遇,愚,偶"
偶,"accidentally, even number, couple, man and wife, same kind",グウ; たま,"偶数 (ぐうすう·3) = even number; 偶然 (ぐうぜん·0) = (by) chance, unexpectedly, suddenly, accident, fortuity; 偶像 (ぐうぞう·0) = image, idol, statue; 偶発 (ぐうはつ·0) = sudden outbreak, accidental, incidental; 配偶 (はいぐう·0) = combination",偶然だね！,,偶然 だ ね(#2029080),化 田 冂 厶 禹,"遇,愚,仏"
具,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture","グ; そな.える, つぶさ.に","雨具 (あまぐ·2) = rain gear; 家具 (かぐ·1) = furniture; 絵具 (えのぐ·0) = colors, colours, paints; 玩具 (がんぐ·1) = toy; 器具 (きぐ·1) = utensil",具合悪いの？,,具合 悪い(わるい) の,一 ハ 目,"貝,且,慎"
苦,"suffering, trial, worry, hardship, feel bitter, scowl","ク; くる.しい, -ぐる.しい, くる.しむ, くる.しめる, にが.い, にが.る","ご苦労様 (ごくろうさま·2) = thank you very much for your .., I appreciate your efforts; 悪戦苦闘 (あくせんくとう·0) = hard fighting, hard struggle, fighting against heavy odds; 気苦労 (きぐろう·2) = worry, care, anxiety; 苦い (にがい·2) = bitter; 苦しい (くるしい·3) = painful, difficult",苦は楽の種。,,苦 は 楽(らく) の 種(たね),口 十 艾,"叶,古,噴"
禁,"prohibition, ban, forbid",キン,"解禁 (かいきん·0) = lifting a ban; 監禁 (かんきん·0) = confinement; 禁じる (きんじる·0,3) = to prohibit; 禁ずる (きんずる·0,3) = to forbid, to suppress; 禁煙 (きんえん·0) = No Smoking!",二つ折り厳禁。,,二つ折り 厳禁,示 二 小 木,"襟,標,示"
均,"level, average",キン; なら.す,"均一 (きんいつ·0) = uniformity, equality; 均衡 (きんこう·0) = equilibrium, balance; 均質 (きんしつ·0) = homogeneous, homogeneity; 均斉 (きんせい·0) = symmetry, balance, proportion, uniformity; 均等 (きんとう·0) = equality, uniformity, evenness",平均気温が上昇した。,,平均 気温 が 上昇 為る(する),土 冫 勹 二,"羽,圭,静"
勤,"diligence, become employed, serve","キン, ゴン; つと.める, -づと.め, つと.まる, いそ.しむ","外勤 (がいきん·0) = working away from the office; 勤め人 (つとめにん·0) = office worker, salaried man, white-collar worker; 勤め先 (つとめさき·0) = place of work; 勤続 (きんぞく·0) = continuous service; 勤勉 (きんべん·0) = industry, diligence",まだ勤務中だ。,,未だ 勤務 中(ちゅう) だ,土 力 艾 口 二 一,"菫,茄,謹"
玉,"jewel, ball","ギョク; たま, たま-, -だま","悪玉 (あくたま·0) = bad character, bad person, villain, baddie; 火の玉 (ひのたま·1) = falling star, fireball; 玉 (だま·0) = ball, sphere, coin, staple (for a stapler); 玉砕 (ぎょくさい·0) = honourable defeat, honorable defeat, honourable death, honorable death; 玉虫色 (たまむしいろ·0) = iridescent, equivocal",艱難汝を玉にす。,,艱難 汝(なんじ) を 玉(たま) に 為る(する),王 丶,"球,柱,往"
極,"poles, settlement, conclusion, end, highest rank, electric poles, very, extremely, most, highly, 10**48","キョク, ゴク; きわ.める, きわ.まる, きわ.まり, きわ.み, き.める, -ぎ.め, き.まる","窮極 (きゅうきょく·0) = ultimate, extreme, final, eventual; 極 (ごく·1) = quite, very; 極み (きわみ·3) = height, acme, extremity; 極悪 (ごくあく·0) = heinous; 極意 (ごくい·1) = essential point, main point",両極端は一致する。,,両極端 は 一致 為る(する),口 又 木 一,"桑,杏,本"
曲,"bend, music, melody, composition, pleasure, injustice, fault, curve, crooked, perverse, lean","キョク; ま.がる, ま.げる","一曲 (いっきょく·4) = tune (melody, piece of music); 音曲 (おんぎょく·0) = songs with samisen accompaniment, musical performance; 歌曲 (かきょく·1) = melody, tune, song; 歌謡曲 (かようきょく·2) = popular song; 楽曲 (がっきょく·0) = musical composition, tune",一曲聞くか。,,一曲 聞く か,｜ 日,"旧,申,甲"
局,"bureau, board, office, affair, conclusion, court lady, lady-in-waiting, her apartment",キョク; つぼね,"医局 (いきょく·0) = medical office, dispensary; 一局 (いっきょく·4) = one game (checkers, etc.); 開局 (かいきょく·0) = opening of post-office or telephone exchange; 外局 (がいきょく·0) = external bureau; 局 (きょく·1) = channel (i.e. TV or radio), station, department, affair, situation",結局失敗するさ。,,結局 失敗 為る(する) さ,口 尸,"居,嘱,舌"
胸,"bosom, breast, chest, heart, feelings","キョウ; むね, むな-","胸 (むね·2) = breast, chest; 胸襟 (きょうきん·0) = one's heart; 胸元 (むなもと·0) = breast, pit of stomach; 胸像 (きょうぞう·0) = bust (statue); 胸中 (きょうちゅう·1,0) = one's heart, one's mind, one's intentions",度胸があるな。,,度胸 が 有る な,月 凵 勹 ノ 丶,"匁,凶,勺"
狭,"cramped, narrow, contract, tight","キョウ, コウ; せま.い, せば.める, せば.まる, さ","狭い (せまい·2) = narrow, confined, small; 狭まる (せばまる·3) = to narrow, to contract; 狭める (せばめる·3) = to narrow, to reduce, to contract; 狭義 (きょうぎ·1) = narrow sense (eg of a word), strict; 狭心症 (きょうしんしょう·0,3) = heart attack, angina pectoris",狭き門より入れ。,,狭い 門(もん) より 入る(はいる),人 大 二 并 犯 丶 亠,"挟,夫,峡"
況,"condition, situation","キョウ; まし.て, いわ.んや, おもむき","概況 (がいきょう·0) = outlook, general situation; 活況 (かっきょう·0) = activity, briskness, prosperity; 近況 (きんきょう·0) = recent state (condition); 景況 (けいきょう·0) = situation, business climate, outlook; 現況 (げんきょう·0) = present condition",難しい状況です。,,難しい 状況 です,口 汁 儿,"舌,石,競"
橋,bridge,キョウ; はし,"橋 (はし·2) = bridge; 橋脚 (きょうきゃく·0) = bridge pier, pontoon bridge; 橋渡し (はしわたし·3) = bridge building, mediation; 桟橋 (さんばし·0) = wharf, bridge, jetty, pier; 舟橋 (ふなはし) = pontoon",橋は石造りだ。,,橋(はし) は 石造り だ,ノ 口 木 冂,"杏,尚,呂"
挟,"pinch, between","キョウ, ショウ; はさ.む, はさ.まる, わきばさ.む, さしはさ.む","挟まる (はさまる·3) = to get between, to be caught in; 挟み打ち (はさみうち·3) = pincer attack, attack on both sides (flanks); 挟殺 (きょうさつ·0) = (baseball) rundown",彼は耳に鉛筆を挟んだ。,,彼(かれ) は 耳 に 鉛筆 を 挟む(はさむ),人 大 二 并 丶 亠 扎,"狭,扶,夫"
恐,"fear, dread, awe","キョウ; おそ.れる, おそ.る, おそ.ろしい, こわ.い, こわ.がる","恐らく (おそらく·2) = perhaps; 恐ろしい (おそろしい·4) = terrible, dreadful; 恐喝 (きょうかつ·0) = threat, blackmail; 恐慌 (きょうこう·0) = panic, scare, consternation; 恐縮 (きょうしゅく·0) = shame, very kind of you, sorry to trouble",ああ恐い！,,ああ 怖い(こわい),工 心 丶 几,"凡,築,忍"
境,"boundary, border, region","キョウ, ケイ; さかい","越境 (えっきょう·0) = border transgression; 佳境 (かきょう·0) = climax (story); 環境 (かんきょう·0) = environment, circumstance; 環境庁 (かんきょうちょう·3) = Environment Agency; 逆境 (ぎゃっきょう·0) = adversity",音楽に国境なし。,,音楽 に 国境 無し,音 土 日 立 儿,"鏡,章,晶"
叫,"shout, exclaim, yell",キョウ; さけ.ぶ,"泣叫ぶ (なきさけぶ·4) = to cry and shout, to scream; 叫び (さけび·3) = shout, scream, outcry; 叫び声 (さけびごえ·4) = shout, yell, scream; 叫ぶ (さけぶ·2) = to shout, to cry; 絶叫 (ぜっきょう·0) = exclamation, scream, shout",彼は叫び始めた。,,彼(かれ) は 叫ぶ 始める,｜ 口 十,"叶,古,中"
協,"co-, cooperation",キョウ,"協 (きょう) = cooperation; 協会 (きょうかい·0) = association, society, organization, organisation; 協議 (きょうぎ·1) = conference, consultation, discussion, negotiation; 協賛 (きょうさん·0) = support, mutual aid, cooperation, approval, authorization, authorisation; 協商 (きょうしょう·0) = negotiation, agreement",私は彼と協力した。,,私(わたし) は 彼(かれ) と 協力 為る(する),十 力,"汁,隼,針"
共,"together, both, neither, all, and, alike, with","キョウ; とも, とも.に, -ども","何共 (なんとも) = nothing (with neg. verb), quite, not a bit; 共に (ともに·0,1) = sharing with, participate in, both, alike, together, along with, with, including; 共栄 (きょうえい·0) = mutual prosperity; 共演 (きょうえん·0) = appearing together, co-acting, co-starring; 共稼ぎ (ともかせぎ·0,3) = working together, (husband and wife) earning a living together",共同責任無責任。,,共同責任 無責任,ハ ｜ 一 二,"洪,巽,供"
競,"emulate, compete with, bid, sell at auction, bout, contest, race","キョウ, ケイ; きそ.う, せ.る","競う (きそう·2) = to emulate, to compete with; 競る (せる·1) = to compete, to bid, to sell at auction; 競泳 (きょうえい·0) = swimming race; 競演 (きょうえん·0) = recital contest; 競技 (きょうぎ·1) = game, match, contest",私は彼と競争した。,,私(わたし) は 彼(かれ) と 競争 為る(する),口 立 儿,"商,舌,石"
供,"submit, offer, present, serve (meal), accompany","キョウ, ク, クウ, グ; そな.える, とも, -ども","供 (とも·1) = accompanying, attendant, companion, retinue; 供え (そなえ·3,2) = offering; 供える (そなえる·3) = to offer, to sacrifice, to dedicate; 供宴 (きょうえん·0) = banquet, dinner; 供応 (きょうおう·0) = treat, feast, banquet",子供たちは元気？,,子供たち は 元気,｜ 一 化 二 ハ,"共,洪,巽"
漁,"fishing, fishery","ギョ, リョウ; あさ.る","漁獲 (ぎょかく·0) = fishing, catch, haul; 漁業 (ぎょぎょう·1) = fishing (industry); 漁港 (ぎょこう·0) = fishing harbour, fishing harbor; 漁師 (りょうし·1) = fisherman; 漁場 (りょうば·0,3) = fishing grounds, permitted fishing zone",漁夫の利。,,漁夫 の 利,魚 汁 田 杰,"魚,鯉,鮎"
許,"permit, approve","キョ; ゆる.す, もと","許し (ゆるし·3) = pardon, forgiveness, exemption, permission; 許可 (きょか·1) = permission, approval, authorization; 許諾 (きょだく·0) = consent; 許容 (きょよう·0) = permission, pardon; 手許 (てもと·3) = (money) on hand or at home, one's purse (handbag), usual skill",許して下さい。,,許す 下さい,ノ 干 言 十 乞,"午,千,年"
巨,"gigantic, big, large, great",キョ,"巨額 (きょがく·0) = great sum; 巨漢 (きょかん·0) = giant; 巨匠 (きょしょう·0) = master, masterhand, maestro; 巨人 (きょじん·0) = giant, great man; 巨星 (きょせい·0) = giant star, great man, big-shot",彼は文句無しの巨人だ。,,彼(かれ) は 文句なし 巨人 だ,匚,"臣,枢,匹"
居,"reside, to be, exist, live with","キョ, コ; い.る, -い, お.る","隠居 (いんきょ·0) = retirement, retired person; 居間 (いま·2) = living room (western style); 居候 (いそうろう·4,0) = lodger who pays nothing for room and board, freeloader, sponger; 居座り (いすわり·0) = remaining",彼は居眠りをした。,,彼(かれ) は 居眠り を 為る(する),口 十 尸,"据,局,叶"
旧,"old times, old things, old friend, former, ex-","キュウ; ふる.い, もと","旧家 (きゅうか·1) = old family; 旧作 (きゅうさく·0) = one's old publication; 旧式 (きゅうしき·0) = old type, old style; 旧制 (きゅうせい·0) = old system, old order; 旧姓 (きゅうせい·0) = one's former (maiden) name",旧友が訪ねてきた。,,旧友 が 訪ねる 来る(くる),｜ 日,"曲,申,甲"
給,"salary, wage, gift, allow, grant, bestow on","キュウ; たま.う, たも.う, -たま.え","恩給 (おんきゅう·0) = pension; 給 (きゅう) = wage, gift; 給仕 (きゅうじ·1) = office boy (girl), page, waiter; 給食 (きゅうしょく·0) = school lunch, providing a meal; 給水 (きゅうすい·0) = water supply",彼は高給者だ。,,彼(かれ) は 高給 者(しゃ) だ,口 糸 幺 小 个 一,"含,吟,綺"
級,"class, rank, grade",キュウ,"一級 (いっきゅう·0) = one grade, first-class, primary; 下級 (かきゅう·0) = lower grade, low class, junior (officer); 階級 (かいきゅう·0) = class, rank, grade; 階級闘争 (かいきゅうとうそう·5) = class struggle; 学級 (がっきゅう·0) = grade in school",彼は私の級友です。,,彼(かれ) は 私(わたし) 級友 です,ノ 糸 幺 小 及,"紗,系,孫"
球,"ball, sphere",キュウ; たま,"眼球 (がんきゅう·0) = eyeball; 気球 (ききゅう·0) = balloon; 球 (たま·2) = globe, sphere, ball; 球技 (きゅうぎ·1) = any ball game; 球菌 (きゅうきん·0) = coccus",地球は丸い。,,地球 は 丸い,王 水 丶,"玉,永,氷"
泣,"cry, weep, moan",キュウ; な.く,"悔し泣き (くやしなき·0) = crying from vexation, tears of regret; 泣かせる (なかせる·0) = to make someone cry, to move someone to tears, to grieve; 泣かす (なかす·0) = to make someone cry, to move someone to tears, to grieve; 泣き (なき·0) = weeping, lamenting",彼女は泣いた。,,彼女 は 泣く,汁 立,"滝,滴,酒"
求,"request, want, wish for, require, demand","キュウ, グ; もと.める","希求 (ききゅう·0) = aspiring to, seek, demand, ask for; 求愛 (きゅうあい·0) = courting; 求刑 (きゅうけい·0) = prosecution; 求職 (きゅうしょく·0) = job hunting, seeking employment; 求心力 (きゅうしんりょく·3) = centripetal force",名声を求めるな。,,名声 を 求める な,一 水 丶,"永,氷,詠"
救,"salvation, save, help, rescue, reclaim",キュウ; すく.う,"救い (すくい·0) = help, aid, relief, salvation; 救う (すくう·0) = to rescue from, to help out of, to save; 救援 (きゅうえん·0) = relief, rescue, reinforcement; 救急 (きゅうきゅう·0) = first-aid; 救急車 (きゅうきゅうしゃ·3) = ambulance",彼は救い難い。,,彼(かれ) は 救う 難い(にくい),水 丶 攵 乞,"永,氷,竹"
吸,"suck, imbibe, inhale, sip",キュウ; す.う,"吸いこむ (すいこむ·3) = to inhale, to breathe in, to suck up, to imbibe, to absorb, to soak up; 吸取る (すいとる·3) = to suck up, to absorb, to squeeze (money); 吸引 (きゅういん·0) = absorption, suction, aspiration, attraction; 吸気 (きゅうき·1) = inspiration; 吸血鬼 (きゅうけつき·4,3) = vampire, bloodsucker",彼は深呼吸した。,,彼(かれ) は 深呼吸 為る(する),ノ 口 及,"呂,史,舌"
久,"long time, old story","キュウ, ク; ひさ.しい","久しい (ひさしい·3) = long, long-continued, old (story); 久しぶり (ひさしぶり·0,5) = after a long time; 恒久 (こうきゅう·0) = permanent, perpetuity; 持久 (じきゅう·0) = endurance, persistence; 耐久 (たいきゅう·0) = endurance, persistence",久しく彼に会わない。,,久しく 彼(かれ) に 会う,ノ 入,"込,邦,成"
逆,"inverted, reverse, opposite, wicked","ギャク, ゲキ; さか, さか.さ, さか.らう","可逆 (かぎゃく·0) = reversible; 逆 (ぎゃく·0) = reverse, opposite; 逆さ (さかさ·0) = reverse, inversion, upside down; 逆らう (さからう·3) = to go against, to oppose, to disobey, to defy; 逆境 (ぎゃっきょう·0) = adversity",それは逆だ。,,其れ は 逆(#1226960) だ,込 并 屮,"遂,朔,遵"
客,"guest, visitor, customer, client","キャク, カク","観客 (かんきゃく·0) = audience, spectator(s); 客 (きゃく·0) = guest, customer; 客員 (かくいん·0) = guest (associate) member; 客引き (きゃくひき·0) = touting, tout, barker, pander, customer puller; 客演 (きゃくえん·0) = guest appearance",お客様は？,,お客様 は,口 夂 宀,"額,舌,石"
詰,"packed, close, pressed, reprove, rebuke, blame","キツ, キチ; つ.める, つ.め, -づ.め, つ.まる, つ.む","罐詰め (かんづめ) = packing (in cans), canning, canned goods, tin can; 詰まる (つまる·2) = to be blocked, to be packed, to hit the ball near the handle of the bat (baseball); 詰む (つむ·1) = to become fine",鼻が詰まった。,,鼻 が 詰まる,言 口 士,"吉,舌,石"
喫,"consume, eat, drink, smoke, receive (a blow)",キツ,"喫する (きっする·0,3) = to take, to drink, to suffer (eg defeat), to receive a blow; 喫煙 (きつえん·0) = smoking; 喫茶 (きっさ·0) = tea drinking, tea house; 喫茶店 (きっさてん·3,0) = coffee lounge, coffee shop, (rather formal) cafe; 喫う (すう) = to smoke, to breathe in, to suck",喫煙は絶対禁止。,,喫煙 は 絶対 禁止,口 大 土 刀 亠 二,"契,害,奎"
議,"deliberation, consultation, debate, consideration",ギ,"異議 (いぎ·1) = objection, dissent, protest; 会議 (かいぎ·1,3) = meeting, conference, session, assembly, council, convention, congress; 会議室 (かいぎしつ) = conference room, council room; 閣議 (かくぎ·1) = cabinet meeting",会議に出席する。,,会議 に 出席 為る(する),一 王 言 并 羊 亅 戈 手,"義,犠,儀"
疑,"doubt, distrust, be suspicious, question",ギ; うたが.う,"懐疑 (かいぎ·1) = doubt, skepticism, scepticism, disbelief; 疑 (ぎ) = doubt, distrust, suspicion (of); 疑い (うたがい·0) = doubt, question, uncertainty, skepticism, scepticism, suspicion, distrust; 疑う (うたがう·0) = to doubt, to distrust, to be suspicious of, to suspect; 疑わしい (うたがわしい·5,0) = doubtful, questionable, uncertain, disputable, suspicious",疑い無く！,,疑い 無い,疋 矢 匕 マ 乞,"擬,凝,老"
技,"skill, art, craft, ability, feat, performance, vocation, arts",ギ; わざ,"演技 (えんぎ·1) = acting, performance; 技 (わざ·2) = art, technique; 技巧 (ぎこう·0) = technique, finesse; 技師 (ぎし·1) = engineer, technician",演技はじめ！,,演技 始める,支 扎 又 十,"支,肢,枝"
記,"scribe, account, narrative",キ; しる.す,"列記 (れっき·1,0) = list; 一代記 (いちだいき·3) = biography; 下記 (かき·1) = the following; 記 (き·1) = chronicle; 記す (しるす·0,2) = to note, to write down",前記参照。,,前記 参照,言 已,"巳,己,配"
規,"standard, measure",キ,"規格 (きかく·0) = standard, norm; 規制 (きせい·0) = regulation, (traffic) policing; 規則 (きそく·2,1) = rules, regulations, conventions; 規則的 (きそくてき·0) = systematic, regular, routine; 規定 (きてい·0) = regulation, provisions",規則に逆らうな。,,規則 に 逆らう な,見 土 人 二 大,"奎,渓,槻"
季,seasons,キ,"季刊 (きかん·0) = quarterly (eg magazine); 季語 (きご·1) = seasonal word (in haiku); 季節 (きせつ·2,1) = season; 季節風 (きせつふう·0) = seasonal winds; 四季 (しき·2,1) = four seasons",雨季が始まった。,,雨季 が 始まる,禾 子,"香,稚,移"
祈,"pray, wish",キ; いの.る,"祈る (いのる·2) = to pray, to wish; 祈願 (きがん·1) = prayer; 祈念 (きねん·0,1) = prayer; 祈とう (きとう·0) = prayer",祈ってくれ。,,祈る 呉れる,斤 礼,"視,芹,祉"
機,"mechanism, opportunity, occasion, machine, airplane",キ; はた,"逸機 (いっき·0,1) = missing a chance; 印刷機 (いんさつき·4,3) = printing press; 映写機 (えいしゃき·3) = film projector; 乾燥機 (かんそうき·3) = drying machine, dryer, desiccator; 艦載機 (かんさいき·3) = ship-borne plane",ご機嫌いかが？,,ご機嫌 如何(いかが),ノ 木 丶 幺 戈,"成,磯,幻"
期,"period, time, date, term","キ, ゴ","一期 (いっき·1) = one's life time, lifetime, term, half-year, quarter; 延期 (えんき·0) = postponement, adjournment; 下期 (しもき·2) = second half of the fiscal year; 過渡期 (かとき·2) = transition period; 画期 (かっき·0,1) = epoch-making",ここは今乾期です。,,此処 は 今(いま) 乾季 です,甘 月 ハ,"朋,八,欺"
机,"desk, table",キ; つくえ,"机 (つくえ·0) = desk; 机上 (きじょう·0) = on the desk, theoretical, academic",これは机です。,,此れ は 机 です,木 几,"築,楓,殺"
希,"hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal","キ, ケ; まれ","希求 (ききゅう·0) = aspiring to, seek, demand, ask for; 希 (まれ·0,2) = rare, seldom; 希代 (きだい·1,2) = rare, uncommon; 希望的 (きぼうてき·0) = wishful",あまり希望がない。,,余り 希望 が 無い,ノ 一 巾,"布,怖,稀"
寄,"draw near, stop in, bring near, gather, collect, send, forward","キ; よ.る, -よ.り, よ.せる","引寄せる (ひきよせる·4) = to draw or pull something towards oneself (eg chair); 押寄せる (おしよせる·4) = to push aside, to advance on; 寄せ (よせ·0) = last moves (in go, shogi, or chess), endgame; 寄せる (よせる·0) = to come near, to let someone approach, to collect, to gather, to add, to put aside; 寄集め (よせあつめ·0) = mish-mash, miscellany, medley, odds and ends, gathering",犬に近寄るな。,,犬 に 近寄る な,一 口 大 亅 宀,"奇,司,可"
基,"fundamentals, radical (chem), counter for machines, foundation","キ; もと, もとい","塩基 (えんき·1,0) = base (chem.); 基 (もとい·2) = basis; 基幹 (きかん·0) = mainstay, nucleus, key; 基金 (ききん·2,1) = fund, foundation; 基軸通貨 (きじくつうか·4) = (principal) reserve currency",これは基本です。,,此れ は 基本 です,一 甘 土 ハ,"碁,圭,八"
器,"utensil, vessel, receptacle, implement, instrument, ability, container, tool, set",キ; うつわ,"化学兵器 (かがくへいき·4) = chemical weapons; 火器 (かき·1) = firearms, guns; 花器 (かき·1) = flower vase; 核兵器 (かくへいき·3) = nuclear weapons; 楽器 (がっき·0) = musical instrument",食器を洗おう。,,食器 を 洗う,口 大,"舌,石,奇"
喜,"rejoice, take pleasure in","キ; よろこ.ぶ, よろこ.ばす","一喜一憂 (いっきいちゆう·1,0) = now rejoicing, now worrying, swinging from joy to sorrow, alternating hope and fear; 歓喜 (かんき·1) = delight, great joy; 喜んで (よろこんで·3) = with pleasure ..; 喜劇 (きげき·1) = comedy, funny show; 喜寿 (きじゅ·1) = 77th birthday",ええ、喜んで。,,ええ 喜んで,口 士 豆 并,"嬉,鼓,豆"
危,"dangerous, fear, uneasy","キ; あぶ.ない, あや.うい, あや.ぶむ","危うい (あやうい·0,3) = dangerous, critical, grave, uncertain, unreliable, limping, narrow, close, watch out!; 危うく (あやうく·0) = almost, nearly, in imminent danger of; 危ない (あぶない·0,3) = dangerous, critical, grave, uncertain, unreliable, limping, narrow, close, watch out!; 危ぶむ (あやぶむ·3) = to fear, to have misgivings, to be doubtful, to mistrust",危ない！,,危ない,勹 厂 卩,"厄,卯,迎"
